Case Created On,Status,Agent,Title,Origin,Is Escalated,Subject,CSAT Label,Resolution Minutes,Severity,Is SLA Violation,CSAT,SLA Compliance Goal,Resolution Minutes Goal,CSAT Goal,Escalations Goal,Minutes to First Contact,Activities,Topic,CaseSeq,SystemUserSeq,AccountSeq,ProductSeq
3/3/2021,Closed,Alicia Thomber,Business-focused intermediate leverage,SMS,FALSE,Login Question,5-Very Satisfied,64,Normal,FALSE,5,90%,120,3.75,20%,8,1,All-in-One | Login Question,5687,11,1017,8
2/24/2021,Closed,Greg Winston,Customizable multi-tasking ability,Phone,FALSE,Login Question,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,7,1,Ergonomic Seating | Login Question,6102,13,1010,9
2/22/2021,Closed,Julian Isla,Profit-focused static instruction set,Phone,FALSE,Login Question,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,10,1,All-in-One | Login Question,6308,4,1001,8
2/16/2021,Closed,Greg Winston,Synergized non-volatile capability,Phone,FALSE,Login Question,5-Very Satisfied,79,Normal,FALSE,5,90%,120,3.75,20%,7,1,Webcams | Login Question,6560,13,1016,4
2/11/2021,Closed,David So,Open-architected impactful throughput,Phone,FALSE,Login Question,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,9,1,All-in-One | Login Question,6874,9,1100,8
2/10/2021,Closed,Greg Winston,Reverse-engineered global interface,Phone,FALSE,Login Question,5-Very Satisfied,81,Normal,FALSE,5,90%,120,3.75,20%,7,1,Webcams | Login Question,6924,13,1028,4
2/10/2021,Closed,Molly Clark,Innovative full-range infrastructure,Phone,FALSE,Login Question,5-Very Satisfied,67,Normal,FALSE,5,90%,120,3.75,20%,10,1,All-in-One | Login Question,6951,1,1045,8
2/3/2021,Closed,Jeff Hay,Inverse 6th generation superstructure,Phone,FALSE,Login Question,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,5,1,All-in-One | Login Question,7329,3,1256,8
1/25/2021,Closed,David So,Versatile 4th generation architecture,Phone,FALSE,Login Question,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,5,1,All-in-One | Login Question,7836,9,1115,8
1/15/2021,Closed,David So,User-friendly value-added orchestration,Phone,FALSE,Login Question,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,9,1,All-in-One | Login Question,8387,9,1225,8
1/6/2021,Closed,Alan Steiner,Distributed didactic standardization,SMS,FALSE,Login Question,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,7,1,Stand-up Desks | Login Question,8926,10,1228,10
1/5/2021,Closed,Greg Winston,Decentralized human-resource project,SMS,FALSE,Login Question,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,11,1,Stand-up Desks | Login Question,9011,13,1021,10
12/31/2020,Closed,David So,Optional scalable pricing structure,Phone,FALSE,Login Question,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,5,1,Stand-up Desks | Login Question,9250,9,1031,10
12/30/2020,Closed,Alicia Thomber,Customizable fresh-thinking algorithm,SMS,FALSE,Login Question,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,8,1,All-in-One | Login Question,9322,11,1165,8
12/18/2020,Closed,Sanjay Shah,Stand-alone even-keeled projection,Phone,FALSE,Login Question,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,10,1,Stand-up Desks | Login Question,9982,8,1116,10
12/17/2020,Closed,Alan Steiner,Programmable bi-directional access,Phone,FALSE,Login Question,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,7,1,Stand-up Desks | Login Question,9996,10,1289,10
12/17/2020,Closed,Renee Lo,Team-oriented analyzing contingency,Phone,FALSE,Login Question,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,5,1,Stand-up Desks | Login Question,10043,6,1081,10
12/16/2020,Closed,Sanjay Shah,Object-based directional knowledge base,Phone,FALSE,Login Question,5-Very Satisfied,61,Normal,FALSE,5,90%,120,3.75,20%,10,1,All-in-One | Login Question,10127,8,1080,8
12/11/2020,Closed,Alan Steiner,Progressive well-modulated website,Phone,FALSE,Login Question,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,7,1,Stand-up Desks | Login Question,10354,10,1255,10
12/10/2020,Closed,Greg Winston,User-friendly upward-trending extranet,Phone,FALSE,Login Question,5-Very Satisfied,61,Normal,FALSE,5,90%,120,3.75,20%,7,1,All-in-One | Login Question,10419,13,1028,8
12/6/2020,Closed,Greg Winston,Balanced methodical data-warehouse,Phone,FALSE,Login Question,5-Very Satisfied,81,Normal,FALSE,5,90%,120,3.75,20%,10,1,Stand-up Desks | Login Question,10682,13,1028,10
12/4/2020,Closed,Greg Winston,Public-key solution-oriented project,Phone,FALSE,Login Question,5-Very Satisfied,75,Normal,FALSE,5,90%,120,3.75,20%,7,1,Stand-up Desks | Login Question,10755,13,1061,10
12/3/2020,Closed,Greg Winston,Optimized responsive infrastructure,SMS,FALSE,Login Question,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,7,1,Stand-up Desks | Login Question,10773,13,1019,10
12/3/2020,Closed,Jeff Hay,Open-architected impactful throughput,Phone,FALSE,Login Question,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,5,1,All-in-One | Login Question,10779,3,1295,8
5/25/2021,Closed,Eric Gruber,User-centric optimizing functionalities,Chat,FALSE,Login Question,5-Very Satisfied,57,Normal,FALSE,5,90%,120,3.75,20%,10,1,Mobile app | Login Question,1026,2,1026,1
5/24/2021,Closed,Alicia Thomber,Programmable didactic flexibility,Chat,FALSE,Login Question,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,7,1,Design app | Login Question,1043,11,1009,2
5/24/2021,Closed,Molly Clark,Mandatory zero defect definition,Chat,FALSE,Login Question,5-Very Satisfied,91,Normal,TRUE,5,90%,120,3.75,20%,10,1,Design app | Login Question,1101,1,1006,2
5/21/2021,Closed,Alicia Thomber,Reduced client-driven definition,Chat,FALSE,Login Question,5-Very Satisfied,91,Normal,TRUE,5,90%,120,3.75,20%,7,1,Desktops | Login Question,1166,11,1208,6
5/20/2021,Closed,Alicia Thomber,Inverse context-sensitive success,Chat,FALSE,Login Question,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,7,1,Webcams | Login Question,1209,11,1009,4
5/19/2021,Closed,Alicia Thomber,Re-contextualized scalable concept,Chat,FALSE,Login Question,5-Very Satisfied,84,Normal,TRUE,5,90%,120,3.75,20%,7,1,Webcams | Login Question,1331,11,1017,4
5/14/2021,Closed,Alicia Thomber,Horizontal human-resource synergy,Chat,FALSE,Login Question,5-Very Satisfied,85,Normal,TRUE,5,90%,120,3.75,20%,7,1,Ergonomic Seating | Login Question,1563,11,1009,9
5/14/2021,Closed,Jeff Hay,Persistent fresh-thinking product,Chat,FALSE,Login Question,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,4,1,Webcams | Login Question,1584,3,1018,4
5/14/2021,Closed,Alicia Thomber,De-engineered human-resource matrices,Chat,FALSE,Login Question,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,7,1,All-in-One | Login Question,1587,11,1003,8
5/11/2021,Closed,Renee Lo,Object-based bottom-line project,Chat,FALSE,Login Question,5-Very Satisfied,85,Normal,TRUE,5,90%,120,3.75,20%,4,1,Ergonomic Seating | Login Question,1761,6,1081,9
5/10/2021,Closed,Alicia Thomber,Synergistic heuristic architecture,Chat,FALSE,Login Question,5-Very Satisfied,86,Normal,TRUE,5,90%,120,3.75,20%,7,1,Webcams | Login Question,1871,11,1294,4
5/8/2021,Closed,Spencer Low,Triple-buffered 3rd generation function,Chat,FALSE,Login Question,5-Very Satisfied,56,Normal,FALSE,5,90%,120,3.75,20%,12,1,Scanners | Login Question,1927,7,1007,5
5/7/2021,Closed,Alicia Thomber,Programmable logistical superstructure,Chat,FALSE,Login Question,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,7,1,Mobile app | Login Question,1951,11,1064,1
5/7/2021,Closed,Alicia Thomber,Phased solution-oriented concept,Chat,FALSE,Login Question,5-Very Satisfied,87,Normal,TRUE,5,90%,120,3.75,20%,7,1,Desktops | Login Question,1970,11,1089,6
5/7/2021,Closed,David So,Robust next generation monitoring,Chat,FALSE,Login Question,5-Very Satisfied,86,Normal,TRUE,5,90%,120,3.75,20%,4,1,Webcams | Login Question,1977,9,1079,4
5/5/2021,Closed,Alicia Thomber,Grass-roots bifurcated architecture,Chat,FALSE,Login Question,5-Very Satisfied,86,Normal,TRUE,5,90%,120,3.75,20%,7,1,Webcams | Login Question,2122,11,1140,4
5/4/2021,Closed,Anne Weiler,Seamless content-based superstructure,Chat,FALSE,Login Question,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,10,1,Mobile app | Login Question,2228,12,1065,1
5/3/2021,Closed,Eric Gruber,Operative bi-directional migration,Chat,FALSE,Login Question,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,10,1,Design app | Login Question,2304,2,1026,2
5/1/2021,Closed,Molly Clark,Customer-focused optimal toolset,Chat,FALSE,Login Question,5-Very Satisfied,89,Normal,TRUE,5,90%,120,3.75,20%,8,1,Design app | Login Question,2324,1,1004,2
4/30/2021,Closed,Jeff Hay,Multi-channelled full-range groupware,Chat,FALSE,Login Question,5-Very Satisfied,60,Normal,FALSE,5,90%,120,3.75,20%,4,1,All-in-One | Login Question,2382,3,1018,8
4/27/2021,Closed,Alicia Thomber,Distributed high-level focus group,Chat,FALSE,Login Question,5-Very Satisfied,87,Normal,TRUE,5,90%,120,3.75,20%,7,1,Ergonomic Seating | Login Question,2593,11,1003,9
4/27/2021,Closed,Jeff Hay,Digitized human-resource approach,Chat,FALSE,Login Question,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,4,1,Webcams | Login Question,2608,3,1018,4
4/26/2021,Closed,David So,Grass-roots needs-based task-force,Chat,FALSE,Login Question,5-Very Satisfied,87,Normal,TRUE,5,90%,120,3.75,20%,4,1,Ergonomic Seating | Login Question,2664,9,1112,9
4/25/2021,Closed,Eric Gruber,Down-sized fault-tolerant protocol,Chat,FALSE,Login Question,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,8,1,Webcams | Login Question,2707,2,1121,4
4/22/2021,Closed,David So,Stand-alone scalable productivity,Chat,FALSE,Login Question,5-Very Satisfied,87,Normal,TRUE,5,90%,120,3.75,20%,4,1,Desktops | Login Question,2836,9,1251,6
4/20/2021,Closed,David So,Upgradable tertiary knowledge user,Chat,FALSE,Login Question,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,4,1,Webcams | Login Question,2991,9,1005,4
4/20/2021,Closed,Anne Weiler,Stand-alone even-keeled projection,Chat,FALSE,Login Question,5-Very Satisfied,87,Normal,TRUE,5,90%,120,3.75,20%,10,1,Desktops | Login Question,3031,12,1172,6
4/19/2021,Closed,Alicia Thomber,Open-source neutral conglomeration,Chat,FALSE,Login Question,5-Very Satisfied,85,Normal,TRUE,5,90%,120,3.75,20%,7,1,Ergonomic Seating | Login Question,3066,11,1013,9
4/19/2021,Closed,Greg Winston,Configurable bottom-line encryption,Chat,FALSE,Login Question,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,10,1,Design app | Login Question,3107,13,1073,2
4/15/2021,Closed,Alan Steiner,De-engineered fresh-thinking toolset,Chat,FALSE,Login Question,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,10,1,Webcams | Login Question,3276,10,1085,4
4/14/2021,Closed,Jeff Hay,Profound zero tolerance benchmark,Chat,FALSE,Login Question,5-Very Satisfied,85,Normal,TRUE,5,90%,120,3.75,20%,4,1,Desktops | Login Question,3312,3,1018,6
4/12/2021,Closed,David So,Polarised logistical internet solution,Chat,FALSE,Login Question,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,4,1,Mobile app | Login Question,3466,9,1196,1
4/10/2021,Closed,David So,Mandatory user-facing productivity,Chat,FALSE,Login Question,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,7,1,Design app | Login Question,3519,9,1005,2
4/8/2021,Closed,Alicia Thomber,User-centric analyzing encryption,Chat,FALSE,Login Question,5-Very Satisfied,86,Normal,TRUE,5,90%,120,3.75,20%,11,1,Webcams | Login Question,3674,11,1298,4
4/7/2021,Closed,Alicia Thomber,Visionary disintermediate framework,Chat,FALSE,Login Question,5-Very Satisfied,86,Normal,TRUE,5,90%,120,3.75,20%,7,1,Webcams | Login Question,3739,11,1131,4
4/7/2021,Closed,Greg Winston,Function-based non-volatile paradigm,Chat,FALSE,Login Question,5-Very Satisfied,81,Normal,FALSE,5,90%,120,3.75,20%,10,1,Webcams | Login Question,3747,13,1012,4
4/1/2021,Closed,David So,Universal object-oriented methodology,Chat,FALSE,Login Question,5-Very Satisfied,66,Normal,FALSE,5,90%,120,3.75,20%,4,1,Mobile app | Login Question,4057,9,1079,1
4/1/2021,Closed,Alicia Thomber,Horizontal demand-driven data-warehouse,Chat,FALSE,Login Question,5-Very Satisfied,64,Normal,FALSE,5,90%,120,3.75,20%,11,1,All-in-One | Login Question,4071,11,1206,8
3/31/2021,Closed,David So,Vision-oriented methodical architecture,Chat,FALSE,Login Question,5-Very Satisfied,60,Normal,FALSE,5,90%,120,3.75,20%,4,1,Mobile app | Login Question,4101,9,1062,1
3/30/2021,Closed,Jeff Hay,Centralized background utilisation,Chat,FALSE,Login Question,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,4,1,Design app | Login Question,4165,3,1018,2
3/25/2021,Closed,David So,Secured bandwidth-monitored neural-net,Chat,FALSE,Login Question,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,4,1,Mobile app | Login Question,4473,9,1205,1
3/24/2021,Closed,Alicia Thomber,Organic uniform customer loyalty,Chat,FALSE,Login Question,5-Very Satisfied,91,Normal,TRUE,5,90%,120,3.75,20%,7,1,Ergonomic Seating | Login Question,4512,11,1056,9
3/24/2021,Closed,Molly Clark,Up-sized disintermediate hierarchy,Chat,FALSE,Login Question,5-Very Satisfied,87,Normal,TRUE,5,90%,120,3.75,20%,10,1,Webcams | Login Question,4554,1,1154,4
3/18/2021,Closed,David So,Synergistic heuristic architecture,Chat,FALSE,Login Question,5-Very Satisfied,86,Normal,TRUE,5,90%,120,3.75,20%,4,1,Webcams | Login Question,4820,9,1134,4
3/17/2021,Closed,Alicia Thomber,Face to face 5th generation portal,Chat,FALSE,Login Question,5-Very Satisfied,87,Normal,TRUE,5,90%,120,3.75,20%,7,1,Desktops | Login Question,4878,11,1193,6
3/17/2021,Closed,Molly Clark,Re-contextualized explicit migration,Chat,FALSE,Login Question,5-Very Satisfied,67,Normal,FALSE,5,90%,120,3.75,20%,10,1,Mobile app | Login Question,4950,1,1154,1
3/16/2021,Closed,David So,Stand-alone multimedia knowledge user,Chat,FALSE,Login Question,5-Very Satisfied,66,Normal,FALSE,5,90%,120,3.75,20%,4,1,Mobile app | Login Question,4998,9,1079,1
3/9/2021,Closed,Anne Weiler,De-engineered radical task-force,Chat,FALSE,Login Question,5-Very Satisfied,87,Normal,TRUE,5,90%,120,3.75,20%,10,1,Desktops | Login Question,5419,12,1090,6
3/8/2021,Closed,Jeff Hay,Triple-buffered regional groupware,Chat,FALSE,Login Question,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,4,1,Webcams | Login Question,5433,3,1084,4
3/8/2021,Closed,Spencer Low,Monitored responsive parallelism,Chat,FALSE,Login Question,5-Very Satisfied,87,Normal,TRUE,5,90%,120,3.75,20%,10,1,Ergonomic Seating | Login Question,5499,7,1175,9
3/7/2021,Closed,Renee Lo,Reduced client-driven definition,Chat,FALSE,Login Question,5-Very Satisfied,87,Normal,TRUE,5,90%,120,3.75,20%,7,1,Desktops | Login Question,5508,6,1063,6
3/6/2021,Closed,Spencer Low,Visionary asynchronous customer loyalty,Chat,FALSE,Login Question,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,8,1,Mobile app | Login Question,5516,7,1114,1
3/4/2021,Closed,Eric Gruber,Implemented background orchestration,Chat,FALSE,Login Question,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,10,1,Design app | Login Question,5667,2,1130,2
2/25/2021,Closed,Julian Isla,Multi-tiered maximized groupware,Chat,FALSE,Login Question,5-Very Satisfied,91,Normal,TRUE,5,90%,120,3.75,20%,10,1,Desktops | Login Question,6071,4,1035,6
2/24/2021,Closed,David So,Proactive bi-directional algorithm,Chat,FALSE,Login Question,5-Very Satisfied,87,Normal,TRUE,5,90%,120,3.75,20%,4,1,Desktops | Login Question,6078,9,1181,6
2/23/2021,Closed,Sanjay Shah,Programmable logistical superstructure,Chat,FALSE,Login Question,5-Very Satisfied,55,Normal,FALSE,5,90%,120,3.75,20%,10,1,Mobile app | Login Question,6229,8,1186,1
2/22/2021,Closed,Renee Lo,Profit-focused homogeneous focus group,Chat,FALSE,Login Question,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,4,1,Mobile app | Login Question,6259,6,1275,1
2/21/2021,Closed,Alicia Thomber,Public-key exuding standardization,Chat,FALSE,Login Question,5-Very Satisfied,86,Normal,TRUE,5,90%,120,3.75,20%,10,1,Design app | Login Question,6315,11,1298,2
2/19/2021,Closed,Alicia Thomber,Managed maximized standardization,Chat,FALSE,Login Question,5-Very Satisfied,84,Normal,TRUE,5,90%,120,3.75,20%,7,1,Webcams | Login Question,6347,11,1017,4
2/19/2021,Closed,Molly Clark,Fundamental local local area network,Chat,FALSE,Login Question,5-Very Satisfied,67,Normal,FALSE,5,90%,120,3.75,20%,10,1,Mobile app | Login Question,6398,1,1243,1
2/17/2021,Closed,Molly Clark,Triple-buffered non-volatile challenge,Chat,FALSE,Login Question,5-Very Satisfied,69,Normal,FALSE,5,90%,120,3.75,20%,10,1,Mobile app | Login Question,6554,1,1004,1
2/17/2021,Closed,David So,Expanded asynchronous open system,Chat,FALSE,Login Question,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,8,1,Design app | Login Question,6555,9,1005,2
2/16/2021,Closed,David So,Persevering bifurcated data-warehouse,Chat,FALSE,Login Question,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,4,1,Mobile app | Login Question,6589,9,1205,1
2/15/2021,Closed,David So,Profound zero tolerance benchmark,Chat,FALSE,Login Question,5-Very Satisfied,87,Normal,TRUE,5,90%,120,3.75,20%,4,1,Desktops | Login Question,6638,9,1225,6
2/12/2021,Closed,Molly Clark,Optional mission-critical projection,Chat,FALSE,Login Question,5-Very Satisfied,67,Normal,FALSE,5,90%,120,3.75,20%,10,1,Mobile app | Login Question,6799,1,1139,1
2/11/2021,Closed,Anne Weiler,Open-source neutral conglomeration,Chat,FALSE,Login Question,5-Very Satisfied,87,Normal,TRUE,5,90%,120,3.75,20%,10,1,Ergonomic Seating | Login Question,6877,12,1176,9
2/10/2021,Closed,Eric Gruber,Vision-oriented scalable workforce,Chat,FALSE,Login Question,5-Very Satisfied,81,Normal,FALSE,5,90%,120,3.75,20%,10,1,Webcams | Login Question,6948,2,1204,4
2/9/2021,Closed,David So,Decentralized static info-mediaries,Chat,FALSE,Login Question,5-Very Satisfied,86,Normal,TRUE,5,90%,120,3.75,20%,4,1,Design app | Login Question,6969,9,1134,2
2/8/2021,Closed,David So,Quality-focused client-server projection,Chat,FALSE,Login Question,5-Very Satisfied,52,Normal,FALSE,5,90%,120,3.75,20%,4,1,Scanners | Login Question,7068,9,1115,5
2/7/2021,Closed,Alicia Thomber,Advanced explicit customer loyalty,Chat,FALSE,Login Question,5-Very Satisfied,86,Normal,TRUE,5,90%,120,3.75,20%,10,1,Design app | Login Question,7108,11,1294,2
2/2/2021,Closed,David So,Multi-channelled full-range groupware,Chat,FALSE,Login Question,5-Very Satisfied,64,Normal,FALSE,5,90%,120,3.75,20%,4,1,All-in-One | Login Question,7406,9,1029,8
2/2/2021,Closed,Eric Gruber,Polarised logistical internet solution,Chat,FALSE,Login Question,5-Very Satisfied,57,Normal,FALSE,5,90%,120,3.75,20%,10,1,Mobile app | Login Question,7426,2,1203,1
1/30/2021,Closed,Anne Weiler,Proactive 3rd generation service-desk,Chat,FALSE,Login Question,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,8,1,Mobile app | Login Question,7522,12,1122,1
1/26/2021,Closed,Renee Lo,Object-based mission-critical function,Chat,FALSE,Login Question,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,4,1,Mobile app | Login Question,7767,6,1258,1
1/25/2021,Closed,David So,Team-oriented directional orchestration,Chat,FALSE,Login Question,5-Very Satisfied,60,Normal,FALSE,5,90%,120,3.75,20%,4,1,Mobile app | Login Question,7868,9,1091,1
1/21/2021,Closed,Alicia Thomber,Upgradable multi-tasking superstructure,Chat,FALSE,Login Question,5-Very Satisfied,64,Normal,FALSE,5,90%,120,3.75,20%,7,1,Mobile app | Login Question,8063,11,1017,1
1/21/2021,Closed,Molly Clark,Universal object-oriented methodology,Chat,FALSE,Login Question,5-Very Satisfied,67,Normal,FALSE,5,90%,120,3.75,20%,10,1,Mobile app | Login Question,8071,1,1025,1
1/18/2021,Closed,David So,Implemented system-worthy framework,Chat,FALSE,Login Question,5-Very Satisfied,80,Normal,FALSE,5,90%,120,3.75,20%,4,1,Design app | Login Question,8229,9,1062,2
1/15/2021,Closed,Jeff Hay,Stand-alone multimedia knowledge user,Chat,FALSE,Login Question,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,4,1,Mobile app | Login Question,8363,3,1128,1
1/13/2021,Closed,Jeff Hay,Reverse-engineered eco-centric paradigm,Chat,FALSE,Login Question,5-Very Satisfied,52,Normal,FALSE,5,90%,120,3.75,20%,4,1,Scanners | Login Question,8530,3,1268,5
1/10/2021,Closed,David So,Exclusive zero administration website,Chat,FALSE,Login Question,5-Very Satisfied,62,Normal,FALSE,5,90%,120,3.75,20%,7,1,All-in-One | Login Question,8695,9,1043,8
1/7/2021,Closed,David So,Proactive uniform infrastructure,Chat,FALSE,Login Question,5-Very Satisfied,87,Normal,TRUE,5,90%,120,3.75,20%,4,1,Desktops | Login Question,8790,9,1153,6
1/7/2021,Closed,Greg Winston,Operative full-range conglomeration,Chat,FALSE,Login Question,5-Very Satisfied,77,Normal,FALSE,5,90%,120,3.75,20%,10,1,Webcams | Login Question,8858,13,1020,4
1/6/2021,Closed,David So,Proactive bi-directional algorithm,Chat,FALSE,Login Question,5-Very Satisfied,87,Normal,TRUE,5,90%,120,3.75,20%,4,1,Desktops | Login Question,8879,9,1112,6
